Hospital,City,State,deathCause,deathRate
TUCSON MEDICAL CENTER,TUCSON,AZ,heart attack,14.1
TUCSON MEDICAL CENTER,TUCSON,AZ,heart failure,13
TUCSON MEDICAL CENTER,TUCSON,AZ,pneumonia,11.7
VERDE VALLEY MEDICAL CENTER,COTTONWOOD,AZ,heart attack,20
VERDE VALLEY MEDICAL CENTER,COTTONWOOD,AZ,heart failure,9.6
VERDE VALLEY MEDICAL CENTER,COTTONWOOD,AZ,pneumonia,13.2
CARONDELET ST  MARYS HOSPITAL,TUCSON,AZ,heart attack,17.2
CARONDELET ST  MARYS HOSPITAL,TUCSON,AZ,heart failure,10.9
CARONDELET ST  MARYS HOSPITAL,TUCSON,AZ,pneumonia,10.9
CARONDELET ST JOSEPHS HOSPITAL,TUCSON,AZ,heart attack,16.5
CARONDELET ST JOSEPHS HOSPITAL,TUCSON,AZ,heart failure,9.7
CARONDELET ST JOSEPHS HOSPITAL,TUCSON,AZ,pneumonia,15
YAVAPAI REGIONAL MEDICAL CENTER,PRESCOTT,AZ,heart attack,14.3
YAVAPAI REGIONAL MEDICAL CENTER,PRESCOTT,AZ,heart failure,12.7
YAVAPAI REGIONAL MEDICAL CENTER,PRESCOTT,AZ,pneumonia,11.7
YUMA REGIONAL MEDICAL CENTER,YUMA,AZ,heart attack,13.7
YUMA REGIONAL MEDICAL CENTER,YUMA,AZ,heart failure,13.5
YUMA REGIONAL MEDICAL CENTER,YUMA,AZ,pneumonia,13.8
JOHN C LINCOLN NORTH MOUNTAIN HOSPITAL,PHOENIX,AZ,heart attack,14.7
JOHN C LINCOLN NORTH MOUNTAIN HOSPITAL,PHOENIX,AZ,heart failure,10.6
JOHN C LINCOLN NORTH MOUNTAIN HOSPITAL,PHOENIX,AZ,pneumonia,10
CASA GRANDE REGIONAL MEDICAL CENTER,CASA GRANDE,AZ,heart attack,15.4
CASA GRANDE REGIONAL MEDICAL CENTER,CASA GRANDE,AZ,heart failure,12.4
CASA GRANDE REGIONAL MEDICAL CENTER,CASA GRANDE,AZ,pneumonia,15.1
MARICOPA MEDICAL CENTER,PHOENIX,AZ,heart attack,
MARICOPA MEDICAL CENTER,PHOENIX,AZ,heart failure,
MARICOPA MEDICAL CENTER,PHOENIX,AZ,pneumonia,
FLAGSTAFF MEDICAL CENTER,FLAGSTAFF,AZ,heart attack,13.6
FLAGSTAFF MEDICAL CENTER,FLAGSTAFF,AZ,heart failure,12.8
FLAGSTAFF MEDICAL CENTER,FLAGSTAFF,AZ,pneumonia,10.2
ST JOSEPH'S HOSPITAL AND MEDICAL CENTER,PHOENIX,AZ,heart attack,17
ST JOSEPH'S HOSPITAL AND MEDICAL CENTER,PHOENIX,AZ,heart failure,11.1
ST JOSEPH'S HOSPITAL AND MEDICAL CENTER,PHOENIX,AZ,pneumonia,12.3
PHOENIX BAPTIST HOSPITAL,PHOENIX,AZ,heart attack,17.3
PHOENIX BAPTIST HOSPITAL,PHOENIX,AZ,heart failure,12.4
PHOENIX BAPTIST HOSPITAL,PHOENIX,AZ,pneumonia,15.3
PAYSON REGIONAL MEDICAL CENTER,PAYSON,AZ,heart attack,
PAYSON REGIONAL MEDICAL CENTER,PAYSON,AZ,heart failure,10.1
PAYSON REGIONAL MEDICAL CENTER,PAYSON,AZ,pneumonia,15
CHANDLER REGIONAL MEDICAL CENTER,CHANDLER,AZ,heart attack,15.4
CHANDLER REGIONAL MEDICAL CENTER,CHANDLER,AZ,heart failure,10.1
CHANDLER REGIONAL MEDICAL CENTER,CHANDLER,AZ,pneumonia,10.5
ST LUKES MEDICAL CENTER,PHOENIX,AZ,heart attack,15.5
ST LUKES MEDICAL CENTER,PHOENIX,AZ,heart failure,10.5
ST LUKES MEDICAL CENTER,PHOENIX,AZ,pneumonia,12.5
SCOTTSDALE HEALTHCARE-OSBORN MEDICAL CENTER,SCOTTSDALE,AZ,heart attack,16.6
SCOTTSDALE HEALTHCARE-OSBORN MEDICAL CENTER,SCOTTSDALE,AZ,heart failure,10.3
SCOTTSDALE HEALTHCARE-OSBORN MEDICAL CENTER,SCOTTSDALE,AZ,pneumonia,11.6
SIERRA VISTA REGIONAL HEALTH CENTER INC,SIERRA VISTA,AZ,heart attack,15.8
SIERRA VISTA REGIONAL HEALTH CENTER INC,SIERRA VISTA,AZ,heart failure,12.3
SIERRA VISTA REGIONAL HEALTH CENTER INC,SIERRA VISTA,AZ,pneumonia,11.1
KINGMAN REGIONAL MEDICAL CENTER,KINGMAN,AZ,heart attack,15.7
KINGMAN REGIONAL MEDICAL CENTER,KINGMAN,AZ,heart failure,9.5
KINGMAN REGIONAL MEDICAL CENTER,KINGMAN,AZ,pneumonia,12.2
BANNER BOSWELL MEDICAL CENTER,SUN CITY,AZ,heart attack,14.7
BANNER BOSWELL MEDICAL CENTER,SUN CITY,AZ,heart failure,11.8
BANNER BOSWELL MEDICAL CENTER,SUN CITY,AZ,pneumonia,11.4
SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER,SHOW LOW,AZ,heart attack,14.2
SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER,SHOW LOW,AZ,heart failure,11.3
SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER,SHOW LOW,AZ,pneumonia,13.5
"UNIVERSITY OF ARIZONA MEDICAL CTR-UNIVERSITY, THE",TUCSON,AZ,heart attack,14.2
"UNIVERSITY OF ARIZONA MEDICAL CTR-UNIVERSITY, THE",TUCSON,AZ,heart failure,9.5
"UNIVERSITY OF ARIZONA MEDICAL CTR-UNIVERSITY, THE",TUCSON,AZ,pneumonia,10.1
BANNER DESERT MEDICAL CENTER,MESA,AZ,heart attack,14
BANNER DESERT MEDICAL CENTER,MESA,AZ,heart failure,10
BANNER DESERT MEDICAL CENTER,MESA,AZ,pneumonia,10.1
LA PAZ REGIONAL HOSPITAL,PARKER,AZ,heart attack,14.2
LA PAZ REGIONAL HOSPITAL,PARKER,AZ,heart failure,11.3
LA PAZ REGIONAL HOSPITAL,PARKER,AZ,pneumonia,11.7
MT GRAHAM REGIONAL MEDICAL CENTER,SAFFORD,AZ,heart attack,
MT GRAHAM REGIONAL MEDICAL CENTER,SAFFORD,AZ,heart failure,14
MT GRAHAM REGIONAL MEDICAL CENTER,SAFFORD,AZ,pneumonia,11.9
HAVASU REGIONAL MEDICAL CENTER,LAKE HAVASU CITY,AZ,heart attack,19.1
HAVASU REGIONAL MEDICAL CENTER,LAKE HAVASU CITY,AZ,heart failure,12.3
HAVASU REGIONAL MEDICAL CENTER,LAKE HAVASU CITY,AZ,pneumonia,17.1
FORT DEFIANCE INDIAN HOSPITAL,FORT DEFIANCE,AZ,heart attack,
FORT DEFIANCE INDIAN HOSPITAL,FORT DEFIANCE,AZ,heart failure,
FORT DEFIANCE INDIAN HOSPITAL,FORT DEFIANCE,AZ,pneumonia,12.4
TUBA CITY REGIONAL HEALTH CARE CORPORATION,TUBA CITY,AZ,heart attack,
TUBA CITY REGIONAL HEALTH CARE CORPORATION,TUBA CITY,AZ,heart failure,11
TUBA CITY REGIONAL HEALTH CARE CORPORATION,TUBA CITY,AZ,pneumonia,10.6
SELLS INDIAN HEALTH SERVICE HOSPITAL,SELLS,AZ,heart attack,
SELLS INDIAN HEALTH SERVICE HOSPITAL,SELLS,AZ,heart failure,
SELLS INDIAN HEALTH SERVICE HOSPITAL,SELLS,AZ,pneumonia,
SAN CARLOS INDIAN HOSPITAL,SAN CARLOS,AZ,heart attack,
SAN CARLOS INDIAN HOSPITAL,SAN CARLOS,AZ,heart failure,
SAN CARLOS INDIAN HOSPITAL,SAN CARLOS,AZ,pneumonia,
PHOENIX INDIAN MEDICAL CENTER,PHOENIX,AZ,heart attack,
PHOENIX INDIAN MEDICAL CENTER,PHOENIX,AZ,heart failure,
PHOENIX INDIAN MEDICAL CENTER,PHOENIX,AZ,pneumonia,12.6
PARADISE VALLEY HOSPITAL,PHOENIX,AZ,heart attack,17.2
PARADISE VALLEY HOSPITAL,PHOENIX,AZ,heart failure,13.9
PARADISE VALLEY HOSPITAL,PHOENIX,AZ,pneumonia,13.9
CHINLE COMPREHENSIVE HEALTH CARE FACILITY,CHINLE,AZ,heart attack,
CHINLE COMPREHENSIVE HEALTH CARE FACILITY,CHINLE,AZ,heart failure,10.8
CHINLE COMPREHENSIVE HEALTH CARE FACILITY,CHINLE,AZ,pneumonia,10.1
NORTHWEST MEDICAL CENTER,TUCSON,AZ,heart attack,18.3
NORTHWEST MEDICAL CENTER,TUCSON,AZ,heart failure,12.8
NORTHWEST MEDICAL CENTER,TUCSON,AZ,pneumonia,12.3
SCOTTSDALE HEALTHCARE-SHEA MEDICAL CENTER,SCOTTSDALE,AZ,heart attack,13.9
SCOTTSDALE HEALTHCARE-SHEA MEDICAL CENTER,SCOTTSDALE,AZ,heart failure,9.1
SCOTTSDALE HEALTHCARE-SHEA MEDICAL CENTER,SCOTTSDALE,AZ,pneumonia,10.4
BANNER BAYWOOD MEDICAL CENTER,MESA,AZ,heart attack,16
BANNER BAYWOOD MEDICAL CENTER,MESA,AZ,heart failure,12.4
BANNER BAYWOOD MEDICAL CENTER,MESA,AZ,pneumonia,9.4
BANNER THUNDERBIRD MEDICAL CENTER,GLENDALE,AZ,heart attack,15.9
BANNER THUNDERBIRD MEDICAL CENTER,GLENDALE,AZ,heart failure,9
BANNER THUNDERBIRD MEDICAL CENTER,GLENDALE,AZ,pneumonia,9.1
JOHN C LINCOLN DEER VALLEY HOSPITAL,PHOENIX,AZ,heart attack,14.9
JOHN C LINCOLN DEER VALLEY HOSPITAL,PHOENIX,AZ,heart failure,11.9
JOHN C LINCOLN DEER VALLEY HOSPITAL,PHOENIX,AZ,pneumonia,10
BANNER DEL E WEBB MEDICAL CENTER,SUN CITY WEST,AZ,heart attack,14.6
BANNER DEL E WEBB MEDICAL CENTER,SUN CITY WEST,AZ,heart failure,12.1
BANNER DEL E WEBB MEDICAL CENTER,SUN CITY WEST,AZ,pneumonia,12.2
ARROWHEAD HOSPITAL,GLENDALE,AZ,heart attack,15.9
ARROWHEAD HOSPITAL,GLENDALE,AZ,heart failure,11
ARROWHEAD HOSPITAL,GLENDALE,AZ,pneumonia,12.4
CARONDELET HEART AND VASCULAR INSTITUTE,TUCSON,AZ,heart attack,12.2
CARONDELET HEART AND VASCULAR INSTITUTE,TUCSON,AZ,heart failure,9.8
CARONDELET HEART AND VASCULAR INSTITUTE,TUCSON,AZ,pneumonia,11.5
WESTERN ARIZONA REGIONAL MEDICAL CTR,BULLHEAD CITY,AZ,heart attack,14.1
WESTERN ARIZONA REGIONAL MEDICAL CTR,BULLHEAD CITY,AZ,heart failure,11.1
WESTERN ARIZONA REGIONAL MEDICAL CTR,BULLHEAD CITY,AZ,pneumonia,12.9
MAYO CLINIC HOSPITAL,PHOENIX,AZ,heart attack,12
MAYO CLINIC HOSPITAL,PHOENIX,AZ,heart failure,8.9
MAYO CLINIC HOSPITAL,PHOENIX,AZ,pneumonia,7.5
BANNER HEART HOSPITAL,MESA,AZ,heart attack,12.8
BANNER HEART HOSPITAL,MESA,AZ,heart failure,9.7
BANNER HEART HOSPITAL,MESA,AZ,pneumonia,
ARIZONA SPINE AND JOINT HOSPITAL,MESA,AZ,heart attack,
ARIZONA SPINE AND JOINT HOSPITAL,MESA,AZ,heart failure,
ARIZONA SPINE AND JOINT HOSPITAL,MESA,AZ,pneumonia,
SURGICAL SPECIALTY HOSPITAL OF ARIZONA,PHOENIX,AZ,heart attack,
SURGICAL SPECIALTY HOSPITAL OF ARIZONA,PHOENIX,AZ,heart failure,
SURGICAL SPECIALTY HOSPITAL OF ARIZONA,PHOENIX,AZ,pneumonia,
WEST VALLEY HOSPITAL,GOODYEAR,AZ,heart attack,17.1
WEST VALLEY HOSPITAL,GOODYEAR,AZ,heart failure,11.6
WEST VALLEY HOSPITAL,GOODYEAR,AZ,pneumonia,12.2
"UNIVERSITY OF ARIZONA MEDICAL CTR- SOUTH CAM, THE",TUCSON,AZ,heart attack,17
"UNIVERSITY OF ARIZONA MEDICAL CTR- SOUTH CAM, THE",TUCSON,AZ,heart failure,12.4
"UNIVERSITY OF ARIZONA MEDICAL CTR- SOUTH CAM, THE",TUCSON,AZ,pneumonia,10.9
ARIZONA ORTHOPEDIC SURGICAL HOSPITAL,CHANDLER,AZ,heart attack,
ARIZONA ORTHOPEDIC SURGICAL HOSPITAL,CHANDLER,AZ,heart failure,
ARIZONA ORTHOPEDIC SURGICAL HOSPITAL,CHANDLER,AZ,pneumonia,
WHITERIVER PHS INDIAN HOSPITAL,WHITERIVER,AZ,heart attack,
WHITERIVER PHS INDIAN HOSPITAL,WHITERIVER,AZ,heart failure,
WHITERIVER PHS INDIAN HOSPITAL,WHITERIVER,AZ,pneumonia,10.5
ORO VALLEY HOSPITAL,ORO VALLEY,AZ,heart attack,15
ORO VALLEY HOSPITAL,ORO VALLEY,AZ,heart failure,12.5
ORO VALLEY HOSPITAL,ORO VALLEY,AZ,pneumonia,9.1
BANNER ESTRELLA MEDICAL CENTER,PHOENIX,AZ,heart attack,15.8
BANNER ESTRELLA MEDICAL CENTER,PHOENIX,AZ,heart failure,10.8
BANNER ESTRELLA MEDICAL CENTER,PHOENIX,AZ,pneumonia,10.1
VALLEY VIEW MEDICAL CENTER,FORT MOHAVE,AZ,heart attack,15.9
VALLEY VIEW MEDICAL CENTER,FORT MOHAVE,AZ,heart failure,11.1
VALLEY VIEW MEDICAL CENTER,FORT MOHAVE,AZ,pneumonia,11.6
YAVAPAI REGIONAL MEDICAL CENTER-EAST,PRESCOTT VALLEY,AZ,heart attack,
YAVAPAI REGIONAL MEDICAL CENTER-EAST,PRESCOTT VALLEY,AZ,heart failure,11.3
YAVAPAI REGIONAL MEDICAL CENTER-EAST,PRESCOTT VALLEY,AZ,pneumonia,14.9
MERCY GILBERT MEDICAL CENTER,GILBERT,AZ,heart attack,16.1
MERCY GILBERT MEDICAL CENTER,GILBERT,AZ,heart failure,10
MERCY GILBERT MEDICAL CENTER,GILBERT,AZ,pneumonia,10
GILBERT HOSPITAL,GILBERT,AZ,heart attack,
GILBERT HOSPITAL,GILBERT,AZ,heart failure,9.9
GILBERT HOSPITAL,GILBERT,AZ,pneumonia,9.6
"MOUNTAIN VISTA MEDICAL CENTER, LP",MESA,AZ,heart attack,18
"MOUNTAIN VISTA MEDICAL CENTER, LP",MESA,AZ,heart failure,11.6
"MOUNTAIN VISTA MEDICAL CENTER, LP",MESA,AZ,pneumonia,9.4
BANNER GATEWAY MEDICAL CENTER,GILBERT,AZ,heart attack,14.7
BANNER GATEWAY MEDICAL CENTER,GILBERT,AZ,heart failure,11.7
BANNER GATEWAY MEDICAL CENTER,GILBERT,AZ,pneumonia,10.5
SCOTTSDALE HEALTHCARE-THOMPSON PEAK HOSPITAL,SCOTTSDALE,AZ,heart attack,
SCOTTSDALE HEALTHCARE-THOMPSON PEAK HOSPITAL,SCOTTSDALE,AZ,heart failure,12.2
SCOTTSDALE HEALTHCARE-THOMPSON PEAK HOSPITAL,SCOTTSDALE,AZ,pneumonia,11.2
ARIZONA REGIONAL MEDICAL CENTER,MESA,AZ,heart attack,18.9
ARIZONA REGIONAL MEDICAL CENTER,MESA,AZ,heart failure,11.6
ARIZONA REGIONAL MEDICAL CENTER,MESA,AZ,pneumonia,11.1
BANNER IRONWOOD MEDICAL CENTER,SAN TAN VALLEY,AZ,heart attack,
BANNER IRONWOOD MEDICAL CENTER,SAN TAN VALLEY,AZ,heart failure,
BANNER IRONWOOD MEDICAL CENTER,SAN TAN VALLEY,AZ,pneumonia,
OASIS HOSPITAL,PHOENIX,AZ,heart attack,
OASIS HOSPITAL,PHOENIX,AZ,heart failure,
OASIS HOSPITAL,PHOENIX,AZ,pneumonia,
VA NORTHERN ARIZONA HEALTHCARE SYSTEM,PRESCOTT                      ,AZ,heart attack,
VA NORTHERN ARIZONA HEALTHCARE SYSTEM,PRESCOTT                      ,AZ,heart failure,11.8
VA NORTHERN ARIZONA HEALTHCARE SYSTEM,PRESCOTT                      ,AZ,pneumonia,12.9
WICKENBURG COMMUNITY HOSPITAL,WICKENBURG,AZ,heart attack,
WICKENBURG COMMUNITY HOSPITAL,WICKENBURG,AZ,heart failure,10.3
WICKENBURG COMMUNITY HOSPITAL,WICKENBURG,AZ,pneumonia,9.9
BENSON HOSPITAL,BENSON,AZ,heart attack,
BENSON HOSPITAL,BENSON,AZ,heart failure,
BENSON HOSPITAL,BENSON,AZ,pneumonia,10.2
NORTHERN COCHISE COMMUNITY HOSPITAL,WILLCOX,AZ,heart attack,
NORTHERN COCHISE COMMUNITY HOSPITAL,WILLCOX,AZ,heart failure,
NORTHERN COCHISE COMMUNITY HOSPITAL,WILLCOX,AZ,pneumonia,11.6
SOUTHEAST ARIZONA MEDICAL CENTER,DOUGLAS,AZ,heart attack,
SOUTHEAST ARIZONA MEDICAL CENTER,DOUGLAS,AZ,heart failure,
SOUTHEAST ARIZONA MEDICAL CENTER,DOUGLAS,AZ,pneumonia,10.2
PAGE HOSPITAL,PAGE,AZ,heart attack,
PAGE HOSPITAL,PAGE,AZ,heart failure,
PAGE HOSPITAL,PAGE,AZ,pneumonia,
HOPI HEALTH CARE CENTER,POLACCA,AZ,heart attack,
HOPI HEALTH CARE CENTER,POLACCA,AZ,heart failure,
HOPI HEALTH CARE CENTER,POLACCA,AZ,pneumonia,11
SAGE MEMORIAL HOSPITAL,GANADO,AZ,heart attack,
SAGE MEMORIAL HOSPITAL,GANADO,AZ,heart failure,
SAGE MEMORIAL HOSPITAL,GANADO,AZ,pneumonia,10.3
LITTLE COLORADO MEDICAL CENTER,WINSLOW,AZ,heart attack,
LITTLE COLORADO MEDICAL CENTER,WINSLOW,AZ,heart failure,
LITTLE COLORADO MEDICAL CENTER,WINSLOW,AZ,pneumonia,11.2
COPPER QUEEN COMMUNITY HOSPITAL,BISBEE,AZ,heart attack,
COPPER QUEEN COMMUNITY HOSPITAL,BISBEE,AZ,heart failure,
COPPER QUEEN COMMUNITY HOSPITAL,BISBEE,AZ,pneumonia,12
CARONDELET HOLY CROSS HOSPITAL,NOGALES,AZ,heart attack,
CARONDELET HOLY CROSS HOSPITAL,NOGALES,AZ,heart failure,
CARONDELET HOLY CROSS HOSPITAL,NOGALES,AZ,pneumonia,
COBRE VALLEY REGIONAL MEDICAL CENTER,GLOBE,AZ,heart attack,14.4
COBRE VALLEY REGIONAL MEDICAL CENTER,GLOBE,AZ,heart failure,8.9
COBRE VALLEY REGIONAL MEDICAL CENTER,GLOBE,AZ,pneumonia,8.7
WHITE MOUNTAIN REGIONAL MEDICAL CENTER,SPRINGERVILLE,AZ,heart attack,
WHITE MOUNTAIN REGIONAL MEDICAL CENTER,SPRINGERVILLE,AZ,heart failure,
WHITE MOUNTAIN REGIONAL MEDICAL CENTER,SPRINGERVILLE,AZ,pneumonia,10.9
PHOENIX CHILDREN'S HOSPITAL,PHOENIX,AZ,heart attack,
PHOENIX CHILDREN'S HOSPITAL,PHOENIX,AZ,heart failure,
PHOENIX CHILDREN'S HOSPITAL,PHOENIX,AZ,pneumonia,
SILOAM SPRINGS MEMORIAL HOSPITAL,SILOAM SPRINGS,AR,heart attack,15.6
SILOAM SPRINGS MEMORIAL HOSPITAL,SILOAM SPRINGS,AR,heart failure,11.8
SILOAM SPRINGS MEMORIAL HOSPITAL,SILOAM SPRINGS,AR,pneumonia,13.8
JOHNSON REGIONAL MEDICAL CENTER,CLARKSVILLE,AR,heart attack,16.9
JOHNSON REGIONAL MEDICAL CENTER,CLARKSVILLE,AR,heart failure,11.8
JOHNSON REGIONAL MEDICAL CENTER,CLARKSVILLE,AR,pneumonia,13.8
WASHINGTON REGIONAL MED CTR AT NORTH HILLS,FAYETTEVILLE,AR,heart attack,15.2
WASHINGTON REGIONAL MED CTR AT NORTH HILLS,FAYETTEVILLE,AR,heart failure,13.9
WASHINGTON REGIONAL MED CTR AT NORTH HILLS,FAYETTEVILLE,AR,pneumonia,13.4
ST VINCENT INFIRMARY MEDICAL CENTER,LITTLE ROCK,AR,heart attack,16.9
ST VINCENT INFIRMARY MEDICAL CENTER,LITTLE ROCK,AR,heart failure,12.8
ST VINCENT INFIRMARY MEDICAL CENTER,LITTLE ROCK,AR,pneumonia,12
MERCY MEDICAL CENTER,ROGERS,AR,heart attack,14.8
MERCY MEDICAL CENTER,ROGERS,AR,heart failure,13
MERCY MEDICAL CENTER,ROGERS,AR,pneumonia,13.4
"JOHN ED CHAMBERS MEM HOSP, INC",DANVILLE,AR,heart attack,17.3
"JOHN ED CHAMBERS MEM HOSP, INC",DANVILLE,AR,heart failure,10
"JOHN ED CHAMBERS MEM HOSP, INC",DANVILLE,AR,pneumonia,12.1
WHITE COUNTY MEDICAL CENTER,SEARCY,AR,heart attack,17.5
WHITE COUNTY MEDICAL CENTER,SEARCY,AR,heart failure,13.7
WHITE COUNTY MEDICAL CENTER,SEARCY,AR,pneumonia,12.5
MENA REGIONAL HEALTH SYSTEM,MENA,AR,heart attack,
MENA REGIONAL HEALTH SYSTEM,MENA,AR,heart failure,13.5
MENA REGIONAL HEALTH SYSTEM,MENA,AR,pneumonia,13.3
UAMS MEDICAL CENTER,LITTLE ROCK,AR,heart attack,16.5
UAMS MEDICAL CENTER,LITTLE ROCK,AR,heart failure,12.1
UAMS MEDICAL CENTER,LITTLE ROCK,AR,pneumonia,12.6
NORTH ARKANSAS REGIONAL MEDICAL CENTER,HARRISON,AR,heart attack,17.2
NORTH ARKANSAS REGIONAL MEDICAL CENTER,HARRISON,AR,heart failure,11.2
NORTH ARKANSAS REGIONAL MEDICAL CENTER,HARRISON,AR,pneumonia,11.8
SUMMIT MEDICAL CENTER,VAN BUREN,AR,heart attack,
SUMMIT MEDICAL CENTER,VAN BUREN,AR,heart failure,14
SUMMIT MEDICAL CENTER,VAN BUREN,AR,pneumonia,12.8
FORREST CITY MEDICAL CENTER,FORREST CITY,AR,heart attack,
FORREST CITY MEDICAL CENTER,FORREST CITY,AR,heart failure,12.8
FORREST CITY MEDICAL CENTER,FORREST CITY,AR,pneumonia,15.3
ST BERNARDS MEDICAL CTR,JONESBORO,AR,heart attack,17.7
ST BERNARDS MEDICAL CTR,JONESBORO,AR,heart failure,14.6
ST BERNARDS MEDICAL CTR,JONESBORO,AR,pneumonia,13.3
"NW ARKANSAS HOSPITALS, LLC",SPRINGDALE,AR,heart attack,17.3
"NW ARKANSAS HOSPITALS, LLC",SPRINGDALE,AR,heart failure,11.9
"NW ARKANSAS HOSPITALS, LLC",SPRINGDALE,AR,pneumonia,11.5
ST JOSEPHS MERCY HEALTH CENTER INC,HOT SPRINGS,AR,heart attack,17.4
ST JOSEPHS MERCY HEALTH CENTER INC,HOT SPRINGS,AR,heart failure,14.3
ST JOSEPHS MERCY HEALTH CENTER INC,HOT SPRINGS,AR,pneumonia,11.3
BAXTER REGIONAL MEDICAL CENTER,MOUNTAIN HOME,AR,heart attack,16.4
BAXTER REGIONAL MEDICAL CENTER,MOUNTAIN HOME,AR,heart failure,14.7
BAXTER REGIONAL MEDICAL CENTER,MOUNTAIN HOME,AR,pneumonia,16.1
CONWAY REGIONAL MEDICAL CENTER,CONWAY,AR,heart attack,18.9
CONWAY REGIONAL MEDICAL CENTER,CONWAY,AR,heart failure,15.6
CONWAY REGIONAL MEDICAL CENTER,CONWAY,AR,pneumonia,14.9
BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK,NORTH LITTLE ROCK,AR,heart attack,14.4
BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK,NORTH LITTLE ROCK,AR,heart failure,13.3
BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK,NORTH LITTLE ROCK,AR,pneumonia,10.2
ARKANSAS METHODIST MEDICAL CENTER,PARAGOULD,AR,heart attack,17.1
ARKANSAS METHODIST MEDICAL CENTER,PARAGOULD,AR,heart failure,14.4
ARKANSAS METHODIST MEDICAL CENTER,PARAGOULD,AR,pneumonia,11.7
ST MARYS REGIONAL MEDICAL CENTER,RUSSELLVILLE,AR,heart attack,18.8
ST MARYS REGIONAL MEDICAL CENTER,RUSSELLVILLE,AR,heart failure,13.1
ST MARYS REGIONAL MEDICAL CENTER,RUSSELLVILLE,AR,pneumonia,15.4
CRITTENDEN MEMORIAL HOSPITAL,WEST MEMPHIS,AR,heart attack,14.4
CRITTENDEN MEMORIAL HOSPITAL,WEST MEMPHIS,AR,heart failure,10.9
CRITTENDEN MEMORIAL HOSPITAL,WEST MEMPHIS,AR,pneumonia,12.6
FIVE RIVERS MEDICAL CENTER,POCAHONTAS,AR,heart attack,
FIVE RIVERS MEDICAL CENTER,POCAHONTAS,AR,heart failure,14
FIVE RIVERS MEDICAL CENTER,POCAHONTAS,AR,pneumonia,11.4
OUACHITA COUNTY MEDICAL CENTER,CAMDEN,AR,heart attack,
OUACHITA COUNTY MEDICAL CENTER,CAMDEN,AR,heart failure,12.5
OUACHITA COUNTY MEDICAL CENTER,CAMDEN,AR,pneumonia,12.4
DREW MEMORIAL HOSPITAL,MONTICELLO,AR,heart attack,
DREW MEMORIAL HOSPITAL,MONTICELLO,AR,heart failure,12.9
DREW MEMORIAL HOSPITAL,MONTICELLO,AR,pneumonia,13.5
SPARKS REGIONAL MEDICAL CENTER,FORT SMITH,AR,heart attack,16.7
SPARKS REGIONAL MEDICAL CENTER,FORT SMITH,AR,heart failure,14
SPARKS REGIONAL MEDICAL CENTER,FORT SMITH,AR,pneumonia,12.2
ST EDWARD MERCY MEDICAL CENTER,FORT SMITH,AR,heart attack,14.9
ST EDWARD MERCY MEDICAL CENTER,FORT SMITH,AR,heart failure,12.6
ST EDWARD MERCY MEDICAL CENTER,FORT SMITH,AR,pneumonia,12.8
MAGNOLIA HOSPITAL,MAGNOLIA,AR,heart attack,
MAGNOLIA HOSPITAL,MAGNOLIA,AR,heart failure,14.9
MAGNOLIA HOSPITAL,MAGNOLIA,AR,pneumonia,12.8
GREAT RIVER MEDICAL CENTER,BLYTHEVILLE,AR,heart attack,
GREAT RIVER MEDICAL CENTER,BLYTHEVILLE,AR,heart failure,14.2
GREAT RIVER MEDICAL CENTER,BLYTHEVILLE,AR,pneumonia,15.2
JEFFERSON REGIONAL MEDICAL CENTER,PINE BLUFF,AR,heart attack,16.8
JEFFERSON REGIONAL MEDICAL CENTER,PINE BLUFF,AR,heart failure,13.2
JEFFERSON REGIONAL MEDICAL CENTER,PINE BLUFF,AR,pneumonia,11
BAPTIST HEALTH MEDICAL CENTER-STUTTGART,STUTTGART,AR,heart attack,15.7
BAPTIST HEALTH MEDICAL CENTER-STUTTGART,STUTTGART,AR,heart failure,11
BAPTIST HEALTH MEDICAL CENTER-STUTTGART,STUTTGART,AR,pneumonia,14.2
NORTH METRO MEDICAL CENTER,JACKSONVILLE,AR,heart attack,17.1
NORTH METRO MEDICAL CENTER,JACKSONVILLE,AR,heart failure,9.6
NORTH METRO MEDICAL CENTER,JACKSONVILLE,AR,pneumonia,13.4
HOT SPRING COUNTY MEDICAL CENTER,MALVERN,AR,heart attack,15.8
HOT SPRING COUNTY MEDICAL CENTER,MALVERN,AR,heart failure,14.4
HOT SPRING COUNTY MEDICAL CENTER,MALVERN,AR,pneumonia,11.5
NATIONAL PARK MEDICAL CENTER,HOT SPRINGS,AR,heart attack,19.1
NATIONAL PARK MEDICAL CENTER,HOT SPRINGS,AR,heart failure,13.5
NATIONAL PARK MEDICAL CENTER,HOT SPRINGS,AR,pneumonia,13.3
HARRIS HOSPITAL,NEWPORT,AR,heart attack,17.3
HARRIS HOSPITAL,NEWPORT,AR,heart failure,11.3
HARRIS HOSPITAL,NEWPORT,AR,pneumonia,12.1
SALINE MEMORIAL HOSPITAL,BENTON,AR,heart attack,15.7
